subscription_id,account_id,plan_tier,is_trial,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,churn_flag,total_usage_count,total_usage_duration_secs,total_error_count,distinct_features_used,usage_records,activated_flag,referral_source,industry
S-42fb01,A-bece89,Pro,False,1372,16464,monthly,True,False,25.0,5453.0,3.0,3.0,3.0,False,event,Cybersecurity
S-393c51,A-ba6516,Basic,False,513,6156,annual,True,False,73.0,24375.0,2.0,5.0,6.0,True,ads,FinTech
S-29ec80,A-625d0b,Enterprise,False,1791,21492,annual,True,False,42.0,10465.0,1.0,4.0,5.0,False,ads,EdTech
S-9bf16e,A-533452,Pro,False,441,5292,monthly,True,True,67.0,19727.0,13.0,5.0,7.0,True,organic,DevTools
S-5d5a8d,A-2922b6,Pro,False,735,8820,annual,True,True,66.0,9707.0,2.0,6.0,6.0,True,organic,HealthTech
S-b18d59,A-bd4708,Pro,False,1813,21756,annual,True,False,53.0,7271.0,1.0,6.0,6.0,True,ads,FinTech
S-56cb4f,A-cab532,Pro,False,1127,13524,annual,True,False,60.0,12508.0,0.0,5.0,6.0,True,organic,DevTools
S-3fa87d,A-81edc3,Enterprise,False,995,11940,monthly,True,False,68.0,26626.0,1.0,7.0,7.0,True,ads,Cybersecurity
S-96e3e8,A-d3c88e,Basic,False,304,3648,monthly,True,False,41.0,20851.0,2.0,4.0,4.0,False,event,DevTools
S-b834a9,A-dcc3f1,Basic,False,494,5928,annual,True,False,112.0,29800.0,2.0,10.0,10.0,True,event,HealthTech
S-7452a4,A-118d55,Enterprise,False,5771,69252,monthly,True,True,46.0,11527.0,6.0,5.0,5.0,True,organic,Cybersecurity
S-7b65f4,A-7f29a7,Basic,False,779,9348,monthly,False,True,96.0,23054.0,4.0,9.0,9.0,True,event,Cybersecurity
S-a3300f,A-81edc3,Enterprise,False,995,11940,annual,True,False,109.0,35235.0,1.0,10.0,11.0,True,ads,Cybersecurity
S-a9b904,A-7641d3,Basic,False,152,1824,monthly,True,False,58.0,12771.0,0.0,6.0,6.0,True,partner,EdTech
S-43b6e9,A-bbc346,Enterprise,False,5373,64476,monthly,True,False,88.0,23895.0,5.0,9.0,9.0,True,partner,FinTech
S-eec4d5,A-0532a9,Basic,False,361,4332,annual,True,False,36.0,8455.0,1.0,4.0,4.0,False,event,FinTech
S-7ac30a,A-54ecc2,Enterprise,False,995,11940,annual,True,False,49.0,15221.0,4.0,5.0,5.0,True,partner,Cybersecurity
S-c696fa,A-db5e9e,Basic,False,171,2052,monthly,True,False,79.0,11264.0,3.0,6.0,6.0,True,partner,DevTools
S-86ed20,A-3f9cc0,Enterprise,False,4378,52536,monthly,False,False,53.0,17301.0,1.0,5.0,5.0,True,event,HealthTech
S-dda681,A-8bde0c,Pro,False,588,7056,monthly,False,False,22.0,9834.0,2.0,4.0,4.0,False,organic,DevTools
S-88d746,A-0aaf6e,Enterprise,False,3582,42984,monthly,True,False,47.0,9070.0,1.0,5.0,5.0,True,organic,FinTech
S-fc01ba,A-ba6516,Pro,True,0,0,monthly,True,False,59.0,17824.0,1.0,5.0,5.0,True,ads,FinTech
S-0586ad,A-7920cc,Enterprise,False,7761,93132,monthly,True,False,52.0,13633.0,3.0,4.0,5.0,False,ads,Cybersecurity
S-24631a,A-4d1e75,Basic,False,380,4560,monthly,True,False,51.0,21798.0,4.0,6.0,6.0,True,other,DevTools
S-3d0e5c,A-dcc2f0,Enterprise,True,0,0,monthly,True,False,104.0,32721.0,1.0,9.0,9.0,True,organic,FinTech
S-519509,A-1ac5e0,Basic,False,627,7524,annual,False,False,54.0,14990.0,7.0,5.0,5.0,True,event,DevTools
S-8b9deb,A-6c093d,Pro,False,343,4116,monthly,True,True,118.0,40429.0,6.0,9.0,11.0,True,partner,DevTools
S-31178d,A-b7ef83,Pro,False,1274,15288,annual,True,False,22.0,3191.0,2.0,3.0,3.0,False,partner,Cybersecurity
S-b29d83,A-51ec1b,Basic,False,209,2508,annual,True,False,26.0,11618.0,4.0,3.0,3.0,False,ads,DevTools
S-a384d2,A-d62e02,Enterprise,False,4179,50148,monthly,True,False,41.0,15660.0,0.0,4.0,4.0,False,partner,Cybersecurity
S-a61485,A-d922bf,Enterprise,False,6368,76416,monthly,True,False,57.0,22116.0,2.0,6.0,6.0,True,ads,HealthTech
S-d1f12e,A-3a5ad8,Enterprise,False,6169,74028,monthly,True,False,20.0,7574.0,0.0,2.0,2.0,False,organic,HealthTech
S-021985,A-66224b,Enterprise,False,18308,219696,monthly,False,True,56.0,11158.0,3.0,4.0,5.0,False,other,HealthTech
S-6cb472,A-922109,Pro,False,392,4704,annual,True,False,19.0,7100.0,2.0,3.0,3.0,False,ads,Cybersecurity
S-fdb8f1,A-09316c,Enterprise,False,13930,167160,annual,True,False,86.0,29369.0,3.0,6.0,8.0,True,organic,FinTech
S-d9d52b,A-22d9d2,Pro,False,1470,17640,annual,True,False,54.0,18844.0,11.0,6.0,6.0,True,event,DevTools
S-6754a4,A-1f559b,Basic,False,190,2280,annual,False,False,57.0,22513.0,6.0,5.0,5.0,True,organic,HealthTech
S-b11cdb,A-05d3b3,Basic,False,456,5472,annual,True,True,50.0,5484.0,2.0,5.0,5.0,True,ads,DevTools
S-a84e7f,A-e89151,Enterprise,False,1592,19104,annual,True,False,51.0,13062.0,0.0,5.0,5.0,True,organic,FinTech
S-4f3f73,A-1b9609,Pro,False,196,2352,annual,True,True,13.0,6630.0,3.0,1.0,1.0,False,ads,EdTech
S-164594,A-c42f1f,Basic,False,285,3420,annual,False,False,43.0,15620.0,2.0,3.0,3.0,False,other,HealthTech
S-aef18a,A-4a267b,Pro,True,0,0,annual,True,False,9.0,1953.0,0.0,1.0,1.0,False,other,FinTech
S-16dc40,A-ce550d,Pro,False,2499,29988,monthly,True,False,72.0,25700.0,1.0,7.0,7.0,True,event,HealthTech
S-a8299c,A-e60f9d,Enterprise,False,5771,69252,monthly,True,False,33.0,4454.0,1.0,4.0,4.0,False,other,FinTech
S-842582,A-104f1a,Pro,True,0,0,annual,True,False,66.0,20986.0,3.0,6.0,6.0,True,other,Cybersecurity
S-6956dc,A-40906c,Pro,False,4508,54096,annual,True,False,70.0,25369.0,2.0,6.0,6.0,True,ads,EdTech
S-2aad81,A-700ade,Basic,False,133,1596,annual,True,False,13.0,3432.0,0.0,1.0,1.0,False,organic,Cybersecurity
S-f09511,A-4437e4,Enterprise,False,597,7164,monthly,True,False,20.0,5940.0,0.0,2.0,2.0,False,event,Cybersecurity
S-52d03a,A-342303,Enterprise,True,0,0,annual,True,False,53.0,8571.0,1.0,6.0,6.0,True,other,EdTech
S-70b537,A-526d93,Enterprise,False,8557,102684,annual,False,False,39.0,7712.0,6.0,4.0,4.0,False,organic,HealthTech
S-8e7d28,A-7f6b86,Pro,True,0,0,monthly,True,False,30.0,12813.0,0.0,3.0,3.0,False,partner,HealthTech
S-3128b4,A-30b4ca,Enterprise,False,17114,205368,monthly,False,False,41.0,7840.0,4.0,5.0,5.0,True,organic,EdTech
S-ce9977,A-42e5e1,Enterprise,True,0,0,monthly,True,False,53.0,13365.0,9.0,5.0,6.0,True,ads,DevTools
S-16486d,A-0651a4,Pro,False,784,9408,monthly,True,False,41.0,13572.0,0.0,5.0,5.0,True,organic,HealthTech
S-c5835c,A-812c5b,Basic,True,0,0,monthly,True,False,38.0,15397.0,2.0,4.0,4.0,False,organic,DevTools
S-890baf,A-6e7827,Pro,False,147,1764,monthly,True,False,79.0,20653.0,4.0,6.0,8.0,True,other,DevTools
S-ec0efa,A-45ce7a,Basic,False,418,5016,monthly,True,False,55.0,19990.0,1.0,4.0,5.0,False,ads,FinTech
S-09ada1,A-87aa7b,Basic,False,456,5472,annual,True,False,45.0,11994.0,0.0,5.0,5.0,True,organic,HealthTech
S-2ecaea,A-756192,Enterprise,False,4975,59700,monthly,True,False,80.0,20142.0,10.0,8.0,8.0,True,other,FinTech
S-0d86a4,A-700ade,Pro,False,588,7056,monthly,False,False,16.0,5951.0,0.0,2.0,2.0,False,organic,Cybersecurity
S-a2f231,A-1f559b,Pro,False,2891,34692,monthly,False,False,43.0,12182.0,2.0,4.0,4.0,False,organic,HealthTech
S-dbcf87,A-a8d89d,Enterprise,False,2587,31044,monthly,True,False,33.0,6390.0,0.0,3.0,4.0,False,ads,EdTech
S-d6e421,A-fd7ad3,Pro,True,0,0,annual,True,False,71.0,17839.0,7.0,5.0,6.0,True,event,Cybersecurity
S-50815c,A-e3bd71,Basic,False,589,7068,monthly,True,False,102.0,33812.0,3.0,7.0,9.0,True,partner,Cybersecurity
S-25ec8c,A-6965e1,Pro,True,0,0,monthly,False,False,41.0,15201.0,1.0,4.0,4.0,False,organic,DevTools
S-180b6c,A-f3ff05,Basic,False,570,6840,monthly,True,False,15.0,4400.0,0.0,2.0,2.0,False,other,FinTech
S-ae20d8,A-9289f6,Basic,False,228,2736,annual,True,True,33.0,10091.0,0.0,3.0,3.0,False,event,EdTech
S-cb3c72,A-69b156,Enterprise,False,2587,31044,monthly,True,False,58.0,19286.0,4.0,6.0,7.0,True,other,EdTech
S-7bb339,A-fa3095,Enterprise,False,13930,167160,annual,True,False,89.0,25230.0,8.0,9.0,9.0,True,ads,FinTech
S-374d5f,A-fabe19,Enterprise,False,995,11940,annual,True,False,31.0,12624.0,1.0,3.0,3.0,False,ads,DevTools
S-2f7250,A-3ce5b8,Pro,False,1764,21168,monthly,True,False,64.0,15717.0,1.0,6.0,6.0,True,ads,FinTech
S-1d081a,A-ad3abd,Pro,False,2156,25872,annual,True,True,63.0,19208.0,7.0,5.0,6.0,True,event,FinTech
S-0e9f04,A-7c83a1,Enterprise,False,2388,28656,monthly,True,False,81.0,22425.0,1.0,8.0,8.0,True,partner,Cybersecurity
S-d7163c,A-118d55,Pro,False,539,6468,monthly,True,False,68.0,25631.0,0.0,7.0,7.0,True,organic,Cybersecurity
S-3bdedd,A-378b99,Basic,False,1121,13452,monthly,True,False,61.0,15195.0,3.0,6.0,6.0,True,ads,EdTech
S-14a95a,A-ffc04f,Pro,False,980,11760,monthly,True,False,56.0,21457.0,4.0,6.0,6.0,True,ads,EdTech
S-f15008,A-0aaf6e,Pro,False,588,7056,annual,False,True,50.0,8154.0,7.0,4.0,4.0,False,organic,FinTech
S-c76699,A-f9cc74,Basic,False,570,6840,monthly,False,False,62.0,9379.0,0.0,5.0,6.0,True,partner,DevTools
S-7456c5,A-8ae3fc,Basic,False,171,2052,monthly,True,False,32.0,11417.0,2.0,3.0,3.0,False,ads,DevTools
S-947b62,A-34ea2f,Enterprise,False,3184,38208,annual,False,False,51.0,13192.0,1.0,5.0,5.0,True,organic,HealthTech
S-7b2efe,A-af0cd2,Basic,False,361,4332,monthly,False,False,37.0,12295.0,2.0,4.0,4.0,False,other,Cybersecurity
S-92421b,A-4e631b,Pro,True,0,0,monthly,True,False,23.0,5799.0,0.0,2.0,2.0,False,other,FinTech
S-ede618,A-463db0,Pro,False,735,8820,annual,True,False,58.0,17457.0,3.0,5.0,5.0,True,partner,HealthTech
S-65b963,A-e888d1,Basic,True,0,0,monthly,True,False,43.0,14547.0,3.0,4.0,4.0,False,other,Cybersecurity
S-adbb41,A-9289f6,Enterprise,True,0,0,annual,False,False,109.0,29609.0,5.0,10.0,10.0,True,event,EdTech
S-ce6528,A-4a4c2d,Basic,False,1026,12312,annual,True,False,53.0,16770.0,0.0,6.0,6.0,True,event,DevTools
S-c45df0,A-a45270,Enterprise,False,597,7164,monthly,False,False,95.0,25335.0,6.0,8.0,8.0,True,ads,HealthTech
S-faee8b,A-56962b,Pro,True,0,0,monthly,False,False,55.0,13170.0,3.0,5.0,5.0,True,partner,EdTech
S-9bb9da,A-0be015,Pro,True,0,0,monthly,True,False,74.0,25020.0,5.0,7.0,7.0,True,event,FinTech
S-913134,A-bbc346,Basic,False,760,9120,monthly,True,False,18.0,5076.0,0.0,2.0,2.0,False,partner,FinTech
S-0ada66,A-c4ea60,Enterprise,False,3582,42984,monthly,False,False,108.0,35035.0,6.0,10.0,10.0,True,other,FinTech
S-75fe32,A-3793ee,Pro,False,2401,28812,annual,True,False,75.0,21513.0,1.0,6.0,7.0,True,organic,Cybersecurity
S-1dfdd0,A-712426,Basic,False,247,2964,monthly,True,False,50.0,7813.0,0.0,4.0,4.0,False,other,HealthTech
S-4815a3,A-19b2c8,Basic,False,418,5016,monthly,True,False,13.0,4311.0,0.0,2.0,2.0,False,other,DevTools
S-691d69,A-cea1f0,Enterprise,False,4378,52536,monthly,True,False,101.0,28496.0,7.0,9.0,10.0,True,event,FinTech
S-e90e70,A-f51f16,Basic,False,38,456,annual,True,False,36.0,13688.0,2.0,4.0,4.0,False,partner,HealthTech
S-8eb6df,A-c7ffc2,Enterprise,False,5970,71640,monthly,True,False,27.0,7527.0,0.0,3.0,3.0,False,partner,Cybersecurity
S-4dae4f,A-6e08f3,Enterprise,False,3980,47760,monthly,True,False,46.0,18368.0,1.0,5.0,5.0,True,event,Cybersecurity
S-f4376f,A-9ee962,Basic,False,171,2052,annual,False,False,79.0,20416.0,2.0,6.0,6.0,True,ads,HealthTech
S-ce5e0e,A-158f4e,Pro,False,2989,35868,annual,True,False,29.0,9500.0,0.0,3.0,3.0,False,other,FinTech
S-5bc71c,A-d77f4c,Basic,False,152,1824,monthly,True,True,39.0,12150.0,3.0,4.0,4.0,False,partner,DevTools
S-80af85,A-2edab2,Basic,False,323,3876,annual,True,False,60.0,19242.0,9.0,5.0,7.0,True,event,HealthTech
S-9a115f,A-f5641b,Enterprise,False,8955,107460,monthly,True,False,35.0,14825.0,2.0,3.0,4.0,False,other,EdTech
S-a959a3,A-ad3abd,Enterprise,False,8756,105072,monthly,False,False,19.0,6681.0,0.0,2.0,2.0,False,event,FinTech
S-6def60,A-1e1b80,Basic,False,950,11400,monthly,True,False,64.0,20225.0,4.0,7.0,7.0,True,other,FinTech
S-2a57b3,A-7e0a10,Basic,False,874,10488,annual,True,False,78.0,27210.0,10.0,8.0,8.0,True,ads,FinTech
S-b39049,A-4e44e8,Pro,True,0,0,monthly,True,False,53.0,13686.0,7.0,5.0,5.0,True,ads,DevTools
S-802cc6,A-eafc6e,Enterprise,False,6766,81192,annual,True,False,41.0,17582.0,2.0,4.0,4.0,False,partner,DevTools
S-19c44c,A-8b0451,Basic,False,779,9348,monthly,True,False,37.0,10889.0,2.0,3.0,4.0,False,event,FinTech
S-396a83,A-1b7577,Enterprise,False,796,9552,monthly,True,False,85.0,22737.0,8.0,9.0,9.0,True,other,Cybersecurity
S-d1aacf,A-c70870,Basic,False,589,7068,annual,True,False,44.0,17318.0,1.0,4.0,4.0,False,partner,Cybersecurity
S-2beaee,A-ffdfd5,Pro,False,4508,54096,annual,False,False,70.0,18696.0,6.0,7.0,7.0,True,organic,EdTech
S-16e21f,A-82d8a6,Enterprise,False,5373,64476,annual,False,False,19.0,7545.0,0.0,2.0,2.0,False,ads,Cybersecurity
S-a918f3,A-d27f50,Enterprise,False,8756,105072,monthly,True,False,79.0,28388.0,5.0,7.0,7.0,True,ads,Cybersecurity
S-b4b400,A-35083d,Pro,False,931,11172,annual,True,False,80.0,23246.0,3.0,5.0,7.0,True,partner,HealthTech
S-52699f,A-df10db,Basic,False,266,3192,monthly,True,True,67.0,25083.0,2.0,6.0,6.0,True,other,DevTools
S-52404a,A-cd458b,Basic,False,494,5928,annual,True,False,22.0,10160.0,2.0,2.0,2.0,False,other,DevTools
S-dacc80,A-6965e1,Basic,False,247,2964,monthly,True,False,97.0,31175.0,0.0,8.0,9.0,True,organic,DevTools
S-91c435,A-dfbd31,Basic,False,266,3192,monthly,True,False,58.0,7323.0,2.0,5.0,5.0,True,partner,DevTools
S-64d514,A-65aeb5,Enterprise,False,11144,133728,annual,False,False,43.0,22183.0,1.0,4.0,5.0,False,partner,DevTools
S-006fed,A-ac9111,Basic,False,399,4788,monthly,True,True,104.0,39033.0,0.0,9.0,10.0,True,event,HealthTech
S-2aafa6,A-bbc346,Enterprise,False,3781,45372,annual,True,False,67.0,8693.0,2.0,7.0,7.0,True,partner,FinTech
S-1577c3,A-544d0a,Basic,True,0,0,monthly,True,False,0.0,0.0,0.0,0.0,0.0,False,organic,DevTools
S-3ea3af,A-019782,Pro,False,539,6468,monthly,False,False,74.0,24901.0,1.0,6.0,7.0,True,event,DevTools
S-615537,A-7f4db3,Pro,False,784,9408,annual,True,False,25.0,9462.0,1.0,3.0,3.0,False,other,FinTech
S-fc8463,A-4e44e8,Basic,False,190,2280,annual,True,False,47.0,7726.0,0.0,5.0,5.0,True,ads,DevTools
S-8106d9,A-3a5ad8,Pro,False,1764,21168,monthly,False,False,70.0,20898.0,1.0,7.0,7.0,True,organic,HealthTech
S-5b699e,A-b7b7b7,Basic,False,456,5472,annual,True,False,19.0,6532.0,3.0,2.0,2.0,False,event,FinTech
S-021297,A-5ed98d,Enterprise,False,4776,57312,annual,True,False,21.0,4575.0,0.0,2.0,2.0,False,partner,DevTools
S-0f7a92,A-700ade,Pro,False,49,588,monthly,False,False,32.0,7700.0,5.0,3.0,3.0,False,organic,Cybersecurity
S-85caaf,A-089363,Pro,False,98,1176,annual,True,False,58.0,13733.0,1.0,5.0,5.0,True,event,FinTech
S-d8a52e,A-cc102e,Enterprise,False,2985,35820,monthly,True,False,42.0,20381.0,7.0,4.0,4.0,False,partner,HealthTech
S-7b3fd3,A-5a92e7,Enterprise,False,796,9552,annual,True,True,42.0,16980.0,6.0,5.0,5.0,True,ads,HealthTech
S-9a1297,A-b11cd0,Pro,False,1274,15288,annual,True,False,71.0,31893.0,2.0,6.0,7.0,True,ads,DevTools
S-858aa0,A-6da850,Enterprise,False,4975,59700,annual,False,False,47.0,14913.0,3.0,5.0,6.0,True,organic,FinTech
S-8b345c,A-c43359,Pro,True,0,0,monthly,True,False,49.0,16920.0,5.0,5.0,5.0,True,organic,FinTech
S-456829,A-f92792,Pro,False,1274,15288,annual,False,False,21.0,2392.0,3.0,2.0,2.0,False,ads,FinTech
S-c2cc5c,A-2bc93d,Enterprise,False,3980,47760,annual,True,False,40.0,11753.0,2.0,4.0,4.0,False,event,HealthTech
S-2126cd,A-f45426,Pro,False,441,5292,monthly,False,False,41.0,10589.0,3.0,5.0,5.0,True,organic,HealthTech
S-91ab2e,A-c62e55,Pro,False,1666,19992,annual,False,False,10.0,1650.0,0.0,1.0,1.0,False,partner,EdTech
S-8cba1c,A-4814a3,Enterprise,True,0,0,monthly,False,False,19.0,3896.0,4.0,2.0,2.0,False,event,Cybersecurity
S-6ee525,A-9badbd,Enterprise,False,4577,54924,annual,True,False,77.0,32218.0,2.0,8.0,8.0,True,ads,Cybersecurity
S-400e62,A-0f3e88,Basic,False,266,3192,annual,False,False,92.0,24967.0,4.0,6.0,8.0,True,other,HealthTech
S-5f2554,A-81edc3,Pro,False,588,7056,monthly,False,False,48.0,14575.0,2.0,5.0,5.0,True,ads,Cybersecurity
S-877508,A-b3fe05,Pro,True,0,0,annual,True,False,66.0,18086.0,4.0,7.0,7.0,True,partner,Cybersecurity
S-37b367,A-a8d89d,Basic,False,247,2964,annual,True,False,81.0,20450.0,2.0,8.0,8.0,True,ads,EdTech
S-ac6547,A-b20d99,Basic,False,380,4560,annual,True,False,88.0,33648.0,3.0,8.0,9.0,True,other,HealthTech
S-525864,A-a09355,Pro,False,686,8232,monthly,True,False,47.0,13330.0,1.0,4.0,4.0,False,organic,FinTech
S-856627,A-b48f73,Pro,False,3920,47040,annual,False,False,66.0,21262.0,2.0,6.0,7.0,True,event,EdTech
S-195cd5,A-ae052e,Pro,False,1960,23520,monthly,True,True,74.0,17438.0,3.0,7.0,8.0,True,other,FinTech
S-4e4ab7,A-eb1312,Basic,False,475,5700,monthly,False,False,101.0,25018.0,5.0,7.0,8.0,True,partner,FinTech
S-cfca40,A-7d514c,Enterprise,False,6766,81192,monthly,True,False,74.0,27353.0,2.0,6.0,6.0,True,organic,HealthTech
S-a82909,A-3a5ad8,Enterprise,False,13930,167160,annual,True,False,61.0,13825.0,1.0,6.0,6.0,True,organic,HealthTech
S-ab212b,A-f1f639,Basic,False,38,456,monthly,True,False,21.0,10728.0,1.0,2.0,2.0,False,ads,EdTech
S-92e1fc,A-45ce7a,Pro,True,0,0,monthly,True,False,21.0,2163.0,2.0,2.0,2.0,False,ads,FinTech
S-add36b,A-e3bd71,Enterprise,False,6169,74028,monthly,True,False,42.0,8687.0,0.0,3.0,3.0,False,partner,Cybersecurity
S-dcde3f,A-ffc04f,Pro,True,0,0,monthly,False,False,27.0,6497.0,5.0,4.0,4.0,False,ads,EdTech
S-94fa70,A-1b7577,Pro,False,2009,24108,monthly,True,False,71.0,17982.0,0.0,7.0,7.0,True,other,Cybersecurity
S-80f65d,A-474ad4,Basic,False,437,5244,monthly,True,False,22.0,7636.0,0.0,2.0,2.0,False,organic,EdTech
S-1b373c,A-5b1bcd,Pro,False,3577,42924,annual,False,False,48.0,14108.0,5.0,6.0,6.0,True,organic,DevTools
S-54a3ed,A-f446b6,Pro,False,245,2940,monthly,True,False,62.0,28326.0,9.0,6.0,6.0,True,ads,DevTools
S-77c22b,A-6c093d,Enterprise,False,1393,16716,annual,True,False,43.0,15900.0,4.0,4.0,4.0,False,partner,DevTools
S-bf9e6d,A-9779ad,Enterprise,False,7960,95520,annual,True,False,36.0,8555.0,0.0,4.0,4.0,False,event,Cybersecurity
S-9daaad,A-e693b6,Enterprise,True,0,0,monthly,True,False,83.0,26772.0,0.0,7.0,7.0,True,event,FinTech
S-d316df,A-726cfa,Basic,False,627,7524,annual,True,False,44.0,12425.0,0.0,4.0,4.0,False,partner,DevTools
S-d106d4,A-19b2c8,Enterprise,False,3980,47760,monthly,True,False,16.0,7603.0,0.0,2.0,2.0,False,other,DevTools
S-4757c8,A-32728c,Basic,False,798,9576,annual,True,False,30.0,7055.0,3.0,3.0,3.0,False,event,DevTools
S-504bce,A-474ad4,Enterprise,True,0,0,annual,True,True,76.0,15781.0,6.0,7.0,8.0,True,organic,EdTech
S-16be20,A-9c18c4,Pro,False,539,6468,monthly,True,False,88.0,33641.0,5.0,7.0,8.0,True,ads,HealthTech
S-2ae5d8,A-c9bb3e,Pro,False,245,2940,monthly,True,False,62.0,24219.0,3.0,3.0,6.0,False,ads,EdTech
S-6522e4,A-9f0b68,Basic,False,418,5016,annual,False,False,71.0,24201.0,1.0,7.0,7.0,True,ads,EdTech
S-bc736c,A-d49cc5,Basic,False,950,11400,monthly,True,False,56.0,15344.0,0.0,5.0,5.0,True,event,Cybersecurity
S-1b7677,A-ced9aa,Enterprise,False,1194,14328,annual,True,True,50.0,13645.0,3.0,4.0,5.0,False,other,DevTools
S-b8d2f6,A-17939a,Basic,True,0,0,monthly,True,True,43.0,9748.0,5.0,5.0,5.0,True,organic,HealthTech
S-509f0d,A-794a0b,Pro,False,1715,20580,monthly,True,False,59.0,14739.0,9.0,6.0,6.0,True,organic,HealthTech
S-708ac6,A-ab438f,Enterprise,False,5970,71640,monthly,True,False,32.0,7372.0,2.0,3.0,3.0,False,ads,Cybersecurity
S-81510a,A-b54c01,Pro,False,1421,17052,annual,True,False,57.0,8606.0,6.0,4.0,5.0,False,event,DevTools
S-80c24c,A-139c3b,Pro,False,833,9996,monthly,True,True,44.0,12381.0,0.0,4.0,4.0,False,organic,HealthTech
S-843a53,A-bb1eaa,Enterprise,False,4179,50148,annual,True,False,15.0,3294.0,0.0,2.0,2.0,False,organic,Cybersecurity
S-3b5031,A-dcc2f0,Pro,False,1078,12936,annual,True,False,48.0,12334.0,3.0,5.0,5.0,True,organic,FinTech
S-a29ba3,A-95b24a,Enterprise,False,7562,90744,monthly,False,False,56.0,18856.0,2.0,5.0,5.0,True,event,FinTech
S-ce7c30,A-075038,Enterprise,False,3383,40596,monthly,True,False,32.0,10179.0,0.0,4.0,4.0,False,ads,HealthTech
S-90c2a9,A-ced9aa,Pro,False,147,1764,annual,True,False,30.0,13456.0,3.0,2.0,3.0,False,other,DevTools
S-3c52a6,A-2f6a32,Basic,False,361,4332,annual,True,True,38.0,16502.0,2.0,4.0,4.0,False,organic,HealthTech
S-44ed0c,A-993085,Enterprise,False,6169,74028,annual,False,False,41.0,16823.0,5.0,4.0,4.0,False,ads,HealthTech
S-2c9cea,A-df1e44,Basic,True,0,0,annual,True,False,40.0,15615.0,3.0,5.0,5.0,True,organic,Cybersecurity
S-47cf94,A-e5d6ab,Basic,False,665,7980,annual,True,True,5.0,605.0,1.0,1.0,1.0,False,partner,EdTech
S-f3d5d7,A-49b828,Enterprise,False,3980,47760,annual,True,False,37.0,8912.0,3.0,3.0,3.0,False,ads,FinTech
S-519f1c,A-0354fe,Basic,False,646,7752,monthly,False,False,55.0,15121.0,7.0,6.0,6.0,True,other,Cybersecurity
S-b75eaa,A-bf7919,Basic,False,228,2736,monthly,False,False,20.0,5092.0,4.0,2.0,2.0,False,organic,HealthTech
S-106283,A-a45270,Enterprise,False,4577,54924,annual,True,False,66.0,27878.0,5.0,5.0,6.0,True,ads,HealthTech
S-f093d0,A-f19b24,Pro,False,1421,17052,monthly,True,False,35.0,16390.0,5.0,4.0,4.0,False,organic,Cybersecurity
S-9c19fe,A-bd4513,Enterprise,False,9950,119400,monthly,False,False,53.0,14055.0,3.0,5.0,5.0,True,event,DevTools
S-f27134,A-d4ac0e,Basic,False,551,6612,annual,True,False,81.0,29735.0,3.0,7.0,7.0,True,ads,DevTools
S-ef83b4,A-a09355,Enterprise,False,6567,78804,monthly,True,False,32.0,9229.0,0.0,4.0,4.0,False,organic,FinTech
S-00fcc5,A-40de06,Basic,False,1178,14136,annual,False,False,89.0,36084.0,2.0,6.0,7.0,True,event,Cybersecurity
S-a6f0f1,A-d792a6,Pro,False,196,2352,annual,True,False,38.0,8498.0,1.0,4.0,4.0,False,organic,DevTools
S-2c4527,A-6965e1,Pro,False,637,7644,annual,True,False,81.0,28627.0,0.0,5.0,7.0,True,organic,DevTools
S-0144ac,A-5a215a,Enterprise,False,17313,207756,monthly,True,False,30.0,9981.0,0.0,4.0,4.0,False,other,EdTech
S-8a50a0,A-cb5333,Basic,False,627,7524,monthly,True,False,71.0,23647.0,5.0,7.0,8.0,True,ads,DevTools
S-363c29,A-e7beab,Enterprise,False,4179,50148,annual,True,True,67.0,24003.0,7.0,5.0,6.0,True,organic,EdTech
S-f28cde,A-cdf020,Pro,False,1127,13524,annual,True,False,40.0,13028.0,6.0,5.0,5.0,True,organic,DevTools
S-ef00f5,A-e36807,Basic,False,114,1368,annual,True,False,47.0,14422.0,3.0,6.0,6.0,True,other,EdTech
S-dbe2ac,A-5f7781,Basic,False,418,5016,annual,True,False,7.0,3759.0,0.0,1.0,1.0,False,other,DevTools
S-b8fcc5,A-dbc825,Basic,False,1615,19380,annual,False,True,61.0,15430.0,4.0,5.0,6.0,True,partner,EdTech
S-37b6b2,A-4c6f11,Pro,False,1176,14112,annual,False,False,48.0,14723.0,0.0,5.0,5.0,True,organic,FinTech
S-a83bf1,A-089363,Basic,False,760,9120,monthly,False,False,30.0,16707.0,1.0,3.0,3.0,False,event,FinTech
S-e301c9,A-1e1b80,Enterprise,True,0,0,monthly,True,False,93.0,26447.0,10.0,8.0,8.0,True,other,FinTech
S-762cae,A-6e08f3,Pro,False,882,10584,annual,True,False,78.0,13521.0,5.0,7.0,8.0,True,event,Cybersecurity
S-261a8d,A-b2225d,Pro,False,2303,27636,monthly,True,False,50.0,15354.0,5.0,5.0,5.0,True,ads,FinTech
S-1c5955,A-378b99,Pro,False,588,7056,annual,True,False,67.0,15854.0,6.0,7.0,8.0,True,ads,EdTech
S-a99771,A-3c1a3f,Basic,True,0,0,annual,True,False,64.0,29396.0,1.0,5.0,5.0,True,event,DevTools
